"image","xmin","ymin","xmax","ymax","label"
"00000008.jpg",34.114403859407304,35.06875,426.946933149552,297.87986111111115,"ecdyonurus"
"00000003.jpg",3.3080634045485873,6.393732369534556,772.4328049620951,374.78301304654445,"ecdyonurus"
"00000001.jpg",15.872161315583398,57.34261241970022,574.9951057165231,381.6573875802998,"ecdyonurus"
"00000006.jpg",157.69190436241612,51.32762312633833,799.9737835570471,916.8522483940044,"ecdyonurus"
"00000010.jpg",128.20295794725587,90.67880085653105,1200,799.0000000000001,"ecdyonurus"
"00000022.jpg",0,0,427.44425195451316,332,"ecdyonurus"
"00000021.jpg",33.7099358974359,75.41113490364025,269.43643162393164,335.16059957173445,"ecdyonurus"
"00000021.jpg",217.98344017094016,0,426.78685897435895,336.9561027837259,"ecdyonurus"
"00000021.jpg",204.2227564102564,303.4400428265524,419.6073717948718,540.4464668094217,"ecdyonurus"
"00000020.jpg",5.6360264635124295,13.556745182012849,638.4347433841218,476.0503211991435,"ecdyonurus"
"00000018.jpg",124,4,1300,763,"ecdyonurus"
"00000023.jpg",0,2,1173.5,725,"ecdyonurus"
"00000024.jpg",191.59638554216866,46.2526766595289,742.2791164658634,567.2376873661669,"ecdyonurus"
"00000030.jpg",0,179.18629550321197,310.9207708779443,320,"ecdyonurus"
"00000030.jpg",10.107066381156317,0,127.62312633832975,164.45396145610277,"ecdyonurus"
"00000030.jpg",147.15203426124197,0,300.6423982869379,161.71306209850107,"ecdyonurus"
"00000025.jpg",13.699360341151387,108.01927194860814,800.0000000000001,466.1884368308351,"ecdyonurus"
"00000029.jpg",5.5134390075809785,15.422114158163266,493.4527911784976,270,"ecdyonurus"
"00000027.jpg",203.2224824355972,163.0835117773019,679.2505854800937,973.7044967880086,"ecdyonurus"
"00000032.jpg",71.40176240208878,47.74197002141328,257.8247389033943,731,"ecdyonurus"
"00000035.jpg",6.680942184154175,0,161.19914346895072,142.18415417558884,"ecdyonurus"
"00000035.jpg",171.13490364025694,0,316.40256959314775,141.84154175588864,"ecdyonurus"
"00000035.jpg",16.9593147751606,156.23126338329763,318.458244111349,320,"ecdyonurus"
"00000034.jpg",187.6338329764454,77.08779443254818,500,433.6188436830836,"ecdyonurus"
"00000036.jpg",225.65261044176708,58.45824411134903,684.4477911646586,600,"ecdyonurus"
"00000031.jpg",22.333070866141732,22.13169164882227,841.344094488189,1558.703426124197,"ecdyonurus"
"00000031.jpg",939.3724409448819,0,2005.0354330708662,1270.9914346895075,"ecdyonurus"
"00000031.jpg",993.1299212598425,1312.093147751606,2008,2940.353319057816,"ecdyonurus"
"00000031.jpg",0,1593.4817987152035,952.0212598425197,2930.868308351178,"ecdyonurus"
"00000037.jpg",29.013209779179814,41.97002141327623,277.751380126183,528.2226980728051,"ecdyonurus"
"00000045.jpg",0,167.4732334047109,578.6417171366163,401.4282655246252,"ecdyonurus"
"00000044.jpg",290.4803212851406,196.52248394004283,1019.2064257028113,544.3426124197002,"ecdyonurus"
"00000041.jpg",35.99371508379888,53.4475374732334,265.7367318435754,476.40256959314775,"ecdyonurus"
"00000038.jpg",160.37560181883023,41.16167023554604,696.8470711483594,351.745182012848,"ecdyonurus"
"00000038.jpg",115.4825918330956,115.2526766595289,809.5706134094152,636.134903640257,"ecdyonurus"
"00000047.jpg",18.308351177730195,178.68950749464668,434.76231263383295,441.35331905781584,"ecdyonurus"
"00000053.jpg",7.178714859437751,44.3254817987152,647.8212851405622,457.38758029978584,"ecdyonurus"
"00000056.jpg",0,0.5360054347826088,1326.9386629910407,708.1856948757764,"ecdyonurus"
"00000051.jpg",1.2565989620615605,0.5010706638115632,350,221.47323340471092,"ecdyonurus"
"00000057.jpg",11.372324159021407,22.07815845824411,429.8738532110092,554.5513918629551,"ecdyonurus"
"00000057.jpg",462.36620795107035,15.58458244111349,837.9778287461775,558.4475374732334,"ecdyonurus"
"00000057.jpg",32.49235474006117,602.6038543897216,837.9778287461776,1198.7141327623126,"ecdyonurus"
"00000063.jpg",2.791087962962963,89.13276231263383,255.08738425925924,383.9935760171306,"ecdyonurus"
"00000058.jpg",114.5945945945946,127.86402569593147,544.75106685633,311.2419700214133,"ecdyonurus"
"00000059.jpg",22.055856299212596,68.5781584582441,1229.929872047244,794.2783725910065,"ecdyonurus"
"00000067.jpg",0,0,478.16236920777277,329.94325481798717,"ecdyonurus"
"00000065.jpg",352.3937747035573,0,1300,708.1798715203427,"ecdyonurus"
"00000078.jpg",23.553719008264462,86.7408993576017,628.1157024793389,343.79014989293364,"ecdyonurus"
"00000072.jpg",4.941598360655737,43.03854389721627,271.5481557377049,147.22591006423983,"ecdyonurus"
"00000073.jpg",68.21506949524506,36.563169164882225,975.3108997805414,462.15845824411133,"ecdyonurus"
"00000074.jpg",43.57989667154353,26.756959314775163,490.1256172275055,338.65524625267665,"ecdyonurus"
"00000077.jpg",217.77301927194858,57.17344753747323,812.6338329764453,490.7922912205567,"ecdyonurus"
"00000092.jpg",20.064317673378074,4.475374732334047,600,392.4903640256959,"ecdyonurus"
"00000085.jpg",8.113929146537842,1.4004282655246254,290,144.47751605995717,"ecdyonurus"
"00000085.jpg",38.4681964573269,117.40256959314776,275.2314814814815,202.12847965738757,"ecdyonurus"
"00000090.jpg",263.1661249014972,0,1299.887953112687,719.286937901499,"ecdyonurus"
"00000084.jpg",77.57009345794393,62.775160599571734,763.3644859813083,627.7516059957172,"ecdyonurus"
"00000089.jpg",0,70.8779443254818,924.8427533664068,462.12419700214133,"ecdyonurus"
"00000096.jpg",302.094414893617,0,1300,755.1488222698073,"ecdyonurus"
"00000098.jpg",90.5781584582441,113.06209850107066,777.9443254817986,386.72376873661665,"ecdyonurus"
"00000097.jpg",140.28600612870278,13.721627408993577,520.6741573033709,503.6980728051392,"ecdyonurus"
"00000094.jpg",37.29272959183673,60.20021413276231,931.1702806122449,861.1691648822269,"ecdyonurus"
"00000099.jpg",131.80176973148903,66.7237687366167,950.3534377542718,760,"ecdyonurus"
"00000110.jpg",4.723404255319148,83.07494646680942,584.3546099290779,350.00428265524624,"ecdyonurus"
"00000104.jpg",112.773826458037,89.64132762312634,537.0128022759602,321.70770877944324,"ecdyonurus"
"00000102.jpg",90.55076357466064,29.6017130620985,542.2513668929109,309.99571734475376,"ecdyonurus"
"00000101.jpg",190.79229122055673,5.139186295503212,682.2269807280513,505.5674518201285,"ecdyonurus"
"00000111.jpg",173.48030821917808,34.261241970021416,1426.9049657534247,1500.642398286938,"ecdyonurus"
"00000117.jpg",29.165763226366003,9.366167023554604,558.393863833478,408.46895074946474,"ecdyonurus"
"00000113.jpg",20.37037037037037,2.222698072805139,496.42939814814815,340.81370449678803,"ecdyonurus"
"00000120.jpg",149.8293172690763,62.312633832976445,796.8975903614459,531.2633832976445,"ecdyonurus"
"00000118.jpg",1.9766081871345025,23.948608137044967,954.1169590643275,461.75910064239827,"ecdyonurus"
"00000114.jpg",19.48608137044968,43.25481798715204,300,151.60599571734474,"ecdyonurus"
"00000126.jpg",27.623126338329765,35.33190578158458,265.9528907922912,147.32334047109208,"ecdyonurus"
"00000124.jpg",56.531049250535325,132.93361884368306,539.6145610278372,537.2162740899357,"ecdyonurus"
