"image","xmin","ymin","xmax","ymax","label"
"00000000.jpg",32.881526104417674,1.2847965738758027,750.5220883534137,565.9528907922911,"ephemera_danica"
"00000004.jpg",13.663638930722891,10.39186295503212,289.2660485692771,199.70449678800856,"ephemera_danica"
"00000006.jpg",3.5148173673328738,31.89494680851064,800.2067539627842,410.2779255319149,"ephemera_danica"
"00000003.jpg",144.91571018651362,142.89507494646682,627.5555954088952,414.91220556745185,"ephemera_danica"
"00000001.jpg",8.821502412129567,140.2389616935484,795.5892487939353,374.67444556451613,"ephemera_danica"
"00000012.jpg",2.8118538938662985,13.492537313432836,814.8752584424535,327.42241915422886,"ephemera_danica"
"00000010.jpg",1.7229496898690557,10.819725433526012,499.65541006202614,298,"ephemera_danica"
"00000009.jpg",53.83046175051689,42.78658536585366,497.736733287388,201.22560975609755,"ephemera_danica"
"00000008.jpg",80.43172690763052,179.8715203426124,751.9176706827309,390.57815845824405,"ephemera_danica"
"00000011.jpg",9.750220848056538,8.73661670235546,735.1448027090695,802.8950749464669,"ephemera_danica"
"00000015.jpg",1.9710544452102,3.7477824225122345,213.93521709166095,88.55528650081565,"ephemera_danica"
"00000018.jpg",0.29040161414296695,78.54389721627409,350.421070330515,209.25053533190578,"ephemera_danica"
"00000016.jpg",0.8367237687366167,91.48179871520342,521,412.7837259100642,"ephemera_danica"
"00000013.jpg",25.91316333563061,87.12757201646092,779.0489317711925,365.9237397119342,"ephemera_danica"
"00000014.jpg",75.06492647058823,201.04496788008566,764.2790441176471,389.13918629550324,"ephemera_danica"
"00000014.jpg",0,0.6167023554603854,210.07198529411764,545.781584582441,"ephemera_danica"
"00000021.jpg",0.34458993797381116,5.629730333730632,492.4190213645761,282.5737112634088,"ephemera_danica"
"00000030.jpg",6.891798759476223,1.0228466386554622,499.3108201240524,159.1657037815126,"ephemera_danica"
"00000029.jpg",30.599586492074433,67.05047447643979,583.0461750516885,244.90387761780102,"ephemera_danica"
"00000022.jpg",8.369807692307692,7.862955032119915,563.2621153846154,810.7580299785867,"ephemera_danica"
"00000035.jpg",8.19434872501723,15.046875,287.20192970365264,129.246875,"ephemera_danica"
"00000041.jpg",0,58.58672376873661,320,253.19057815845824,"ephemera_danica"
"00000038.jpg",92.66230186078566,240.29024908869988,221.4975878704342,400.4166160388821,"ephemera_danica"
"00000038.jpg",220.01102687801517,224.42633657351155,317.6285320468642,405.86983596597815,"ephemera_danica"
"00000038.jpg",180.86492074431428,16.21248481166464,599.0840799448656,392.484659781288,"ephemera_danica"
"00000042.jpg",8.718125430737421,4.340797651933702,539.7656788421779,195.73858770718232,"ephemera_danica"
"00000042.jpg",12.508614748449345,150.25792472375687,549.9999999999999,336.3496374309392,"ephemera_danica"
"00000040.jpg",39.07649896623018,45.736580217129074,312.61199172984146,170.70642340168877,"ephemera_danica"
"00000044.jpg",6.162326388888889,7.460385438972163,772.5512152777778,488.3683083511777,"ephemera_danica"
"00000055.jpg",10.872489959839356,151.99143468950749,545.2339357429719,302.6338329764454,"ephemera_danica"
"00000074.jpg",50.75,146.5,634.25,314,"ephemera_danica"
"00000058.jpg",12.405237767057201,107.54663275193799,475.1895244658856,227.74486088039868,"ephemera_danica"
"00000045.jpg",65.27911784975879,84.9544642857143,579.5727084769125,352.2870357142857,"ephemera_danica"
"00000050.jpg",11.892487939352169,25.278501628664493,2116.8628532046864,905.7045500814332,"ephemera_danica"
"00000176.jpg",1.6485604434907009,72.23554603854389,499.99999999999994,281.7901498929336,"ephemera_danica"
"00000075.jpg",205.23225361819436,0.35651074589127685,489.5492763611303,209.590391908976,"ephemera_danica"
"00000075.jpg",250.35423845623708,34.824273072060684,703.0296347346658,187.74462705436156,"ephemera_danica"
"00000075.jpg",433.2680909717436,181.9190897597977,704,303.7699115044248,"ephemera_danica"
"00000075.jpg",144.09924190213647,105.70164348925411,537.5823569951758,371.2490518331226,"ephemera_danica"
"00000075.jpg",54.340454858718125,148.42225031605562,397.84975878704347,382.41466498103665,"ephemera_danica"
"00000075.jpg",247.92832529290146,329.01390644753474,525.9379738111647,381.929203539823,"ephemera_danica"
"00000075.jpg",166.41764300482427,239.6890012642225,275.09855272226054,378.17446270543616,"ephemera_danica"
"00000081.jpg",0.21794527896995708,26.10492505353319,463.02195100143064,329.3511777301927,"ephemera_danica"
"00000115.jpg",131.41867469879517,47.66595289079229,365.3142570281124,420,"ephemera_danica"
"00000115.jpg",0.5271084337349398,0,163.27710843373495,368.286937901499,"ephemera_danica"
"00000108.jpg",162.09510682288078,199.63035102739727,1442.3156443831842,893.2536386986302,"ephemera_danica"
"00000191.jpg",31.461061337008957,38.02520297699594,416.1957270847691,159.27012855209745,"ephemera_danica"
"00000191.jpg",192.93590627153685,131.23223951285522,502.6188835286009,252.4771650879567,"ephemera_danica"
"00000189.jpg",15.5,54,1196.5,825,"ephemera_danica"
"00000033.jpg",102.78372591006423,26.33832976445396,878.1584582441113,509.42184154175584,"ephemera_danica"
"00000229.jpg",0,74.46466809421842,483.98355949895614,266.889721627409,"ephemera_danica"
