"image","xmin","ymin","xmax","ymax","label"
"00000015.jpg",8.444444444444445,79.91660863509749,320,241.19376740947075,"rhithrogena"
"00000003.jpg",4.722222222222222,47.346203071672356,757.9166666666666,625.9810153583618,"rhithrogena"
"00000010.jpg",0,35.92464539007092,490.27777777777777,271.5416666666667,"rhithrogena"
"00000008.jpg",55,16.49914675767918,600,487.84385665529004,"rhithrogena"
"00000004.jpg",3.111111111111111,14.184598214285714,560,295.24888392857144,"rhithrogena"
"00000026.jpg",152.17777777777778,197.23894694533763,918.7555555555556,693.2453778135049,"rhithrogena"
"00000040.jpg",0,3.3333333333333335,796.6666666666667,600.0000000000001,"rhithrogena"
"00000032.jpg",41.4,10.70168638107417,416.99999999999994,434.12112372122766,"rhithrogena"
"00000051.jpg",108.11111111111111,0,496.2222222222223,353.5,"rhithrogena"
"00000043.jpg",236.9,199.2251572327044,916.7,961.7509433962264,"rhithrogena"
"00000082.jpg",182.22222222222223,27.604264322916666,646.6666666666667,527.2917643229167,"rhithrogena"
"00000085.jpg",48.888888888888886,0,547.5555555555555,412.27514231499055,"rhithrogena"
"00000081.jpg",30.066666666666666,3.0203470515970516,457.15,231.15793918918916,"rhithrogena"
"00000075.jpg",73.95555555555556,0,780.8,615.8667779126214,"rhithrogena"
"00000059.jpg",474.07500000000005,594.7411764705882,3115.3500000000004,1791.0231617647057,"rhithrogena"
"00000201.jpg",0,4.417899408284024,118.05555555555556,80.96227810650888,"rhithrogena"
"00000141.jpg",19.166666666666668,30.416666666666668,277.50000000000006,193.75,"rhithrogena"
"00000186.jpg",34,0,477.3333333333333,360,"rhithrogena"
"00000167.jpg",362.22222222222223,448.62671703296706,913.3333333333333,1021.8025412087914,"rhithrogena"
"00000137.jpg",0,276.2448814655172,1253.3333333333335,792.2448814655172,"rhithrogena"
"00000209.jpg",0,53.12500000000001,663.5416666666667,750,"rhithrogena"
"00000243.jpg",188.88888888888889,60.7248046875,1000,535.2498046874999,"rhithrogena"
"00000230.jpg",0,52.083333333333336,1495.8333333333335,975.0000000000001,"rhithrogena"
"00000207.jpg",61.365092665615144,18.73661670235546,447.9581526025236,661.0278372591007,"rhithrogena"
"00000208.jpg",138.94444444444443,301.4667137632979,2233.5319444444444,1137.9161818484042,"rhithrogena"
"00000277.jpg",199.11111111111111,53.46090494791667,536.6666666666666,344.8671549479167,"rhithrogena"
