"image","xmin","ymin","xmax","ymax","label"
"00000012.jpg",71.66666666666667,68.33333333333334,543.3333333333334,358.33333333333337,"heptagenia"
"00000006.jpg",11.666666666666668,110,951.6666666666666,583.3333333333334,"heptagenia"
"00000003.jpg",6.041666666666667,3.819794050343249,287.58333333333337,172.97311212814645,"heptagenia"
"00000011.jpg",86.13333333333333,10.840161795407099,812.6,533.4351513569937,"heptagenia"
"00000034.jpg",358.7833333333333,550.7785076530613,2695.5958333333333,2177.911160714286,"heptagenia"
"00000064.jpg",0,95.5105401400862,1244.4444444444446,1031,"heptagenia"
"00000067.jpg",503.19027777777774,227.97178507194243,961,557,"heptagenia"
"00000059.jpg",7.933333333333334,5.7027138157894735,803.5333333333333,603,"heptagenia"
"00000043.jpg",46.22222222222222,109.41749476987447,628.4444444444443,370.8191684100418,"heptagenia"
"00000051.jpg",167.2,1082.4674630220418,3647.9999999999995,4365,"heptagenia"
"00000091.jpg",12.88888888888889,1.930171130952381,285.56944444444446,162.88255208333334,"heptagenia"
"00000103.jpg",4.861111111111111,0.39073426573426573,477.7777777777777,297.69609557109555,"heptagenia"
"00000073.jpg",88.66666666666666,44.666666666666664,479.33333333333326,315.3333333333333,"heptagenia"
"00000074.jpg",38.84027777777778,75.2530293367347,595,394.2938456632653,"heptagenia"
"00000077.jpg",107.63888888888889,7.090974903474904,448.6111111111111,319.13730694980694,"heptagenia"
"00000105.jpg",404.44444444444446,97.5334409594096,1600,1204,"heptagenia"
"00000122.jpg",12.798934887459806,32.1627408993576,499.99999999999994,346.55353319057815,"heptagenia"
"00000122.jpg",252.4743770096463,567.6723768736616,500,747.7837259100642,"heptagenia"
"00000122.jpg",252.34877411575562,376.30406852248393,499.1333400321543,562.0438972162741,"heptagenia"
"00000122.jpg",0,377.4593147751605,247.5256229903537,563.652034261242,"heptagenia"
"00000114.jpg",0.8333333333333334,7.338165399239544,597.5000000000001,437.0111692015209,"heptagenia"
"00000123.jpg",0,2.2222222222222223,770,600,"heptagenia"
"00000120.jpg",10.977777777777778,15.712731261859581,930.3666666666667,670.1169058349146,"heptagenia"
"00000139.jpg",0.9888888888888889,20.386765332197616,317.43333333333334,262.46512989778535,"heptagenia"
"00000129.jpg",190,146.66666666666669,800,568.8888888888889,"heptagenia"
"00000137.jpg",16.977777777777778,7.357954545454545,317.80277777777775,239.63068181818178,"heptagenia"
"00000164.jpg",26.73611111111111,12.5857869379015,239.23611111111111,136.42732869379014,"heptagenia"
"00000155.jpg",2.2222222222222223,2.9496469224283306,1224.4444444444443,1120.067690767285,"heptagenia"
"00000244.jpg",114.44444444444444,19.444444444444446,748.8888888888889,530,"heptagenia"
"00000273.jpg",0,63.71161825726141,518.2222222222222,343.42116182572613,"heptagenia"
"00000234.jpg",101.38888888888889,95.35441176470587,447.2222222222222,371.61323529411766,"heptagenia"
"00000272.jpg",9.472222222222223,0,172.33333333333334,146.55590566528068,"heptagenia"
"00000226.jpg",3.7222222222222223,174.62209302325581,1340,1357.877906976744,"heptagenia"
